idsismo,idcountry,mag,place,time,tsunami,lng,lat,depth,danger
243,1,3.27,"12km W of Alberto Oviedo Mota, B.C., MX",2010-04-03 20:49:04,0,-115.3,32.2348333,9.995,0
244,1,4.34,"12km WNW of Alberto Oviedo Mota, B.C., MX",2010-04-03 23:03:47,0,-115.2933333,32.2658333,9.975,0
245,1,3.29,"11 km SE of West Yellowstone, Montana",2010-04-04 03:15:50,0,-110.9903333,44.5981667,7.76,0
246,1,3.26,"13km WNW of Alberto Oviedo Mota, B.C., MX",2010-04-04 05:05:09,0,-115.3003333,32.2561667,9.995,0
247,1,3.13,"13km WNW of Alberto Oviedo Mota, B.C., MX",2010-04-04 07:51:38,0,-115.301,32.251,9.995,0
248,1,3.4,"14 km SW of Gassaway, West Virginia",2010-04-04 09:19:14,0,-80.9161667,38.599,0.02,0
249,1,3.36,"12km W of Alberto Oviedo Mota, B.C., MX",2010-04-04 09:36:25,0,-115.2943333,32.2218333,9.995,0
250,1,3.4,"20 km E of Wright, Wyoming",2010-04-04 18:14:51,0,-105.238,43.729,0.0,0
251,1,3.35,"12km W of Alberto Oviedo Mota, B.C., MX",2010-04-04 22:34:50,0,-115.2951667,32.2296667,9.995,0
252,1,7.2,"12km SW of Delta, B.C., MX",2010-04-04 22:40:42,0,-115.2953333,32.2861667,9.987,0
253,1,5.26,"15km SSW of Progreso, B.C., MX",2010-04-04 22:43:00,0,-115.632,32.4533333,9.981,0
254,1,3.5,"16km WSW of Progreso, B.C., MX",2010-04-04 22:43:30,0,-115.7425,32.534,-0.06,0
255,1,3.0,"14km SW of Progreso, B.C., MX",2010-04-04 22:44:36,0,-115.6785,32.483,6.993,0
256,1,3.0,"13km SSW of Progreso, B.C., MX",2010-04-04 22:45:20,0,-115.6213333,32.4696667,6.122,0
257,1,3.5,"16km S of Progreso, B.C., MX",2010-04-04 22:46:09,0,-115.6111667,32.441,10.038,0
258,1,3.34,"26km ENE of Pine Valley, CA",2010-04-04 22:47:57,0,-116.2651667,32.8985,13.514,0
259,1,3.23,"3 km W of Cobb, California",2010-04-04 22:49:17,0,-122.7645,38.8183333,0.178,0
260,1,5.7,"12km SSW of Estacion Coahuila, B.C., MX",2010-04-04 22:50:17,0,-115.0481667,32.0986667,10.011,0
261,1,4.03,"18km SSE of Progreso, B.C., MX",2010-04-04 22:54:13,0,-115.4973333,32.436,9.984,0
262,1,3.89,"14km NE of Julian, CA",2010-04-04 22:56:40,0,-116.4823333,33.1508333,10.658,0
263,1,3.76,"17km W of Progreso, B.C., MX",2010-04-04 22:58:27,0,-115.7655,32.565,5.973,0
264,1,3.85,"16km WSW of Progreso, B.C., MX",2010-04-04 22:58:47,0,-115.7416667,32.5386667,5.608,0
265,1,3.93,"17km W of Delta, B.C., MX",2010-04-04 23:06:55,0,-115.3743333,32.3336667,10.005,0
266,1,3.78,"16km SSW of Progreso, B.C., MX",2010-04-04 23:07:51,0,-115.662,32.4523333,9.991,0
267,1,4.79,"16km W of Alberto Oviedo Mota, B.C., MX",2010-04-04 23:09:40,0,-115.3328333,32.204,9.979,0
268,1,5.43,"9km SW of Delta, B.C., MX",2010-04-04 23:15:14,0,-115.2595,32.3,9.987,0
269,1,4.56,"11km W of Alberto Oviedo Mota, B.C., MX",2010-04-04 23:17:13,0,-115.2906667,32.2211667,9.995,0
270,1,3.09,"8km NW of Ocotillo, CA",2010-04-04 23:19:17,0,-116.0588333,32.7751667,8.244,0
271,1,3.95,"18km WNW of Progreso, B.C., MX",2010-04-04 23:19:32,0,-115.7621667,32.6336667,1.295,0
272,1,3.68,"13km S of Progreso, B.C., MX",2010-04-04 23:19:55,0,-115.6028333,32.461,9.968,0
273,1,3.43,"12km SW of Progreso, B.C., MX",2010-04-04 23:20:25,0,-115.6891667,32.5145,9.982,0
274,1,4.39,"13km SSW of Alberto Oviedo Mota, B.C., MX",2010-04-04 23:20:41,0,-115.219,32.12,9.998,0
275,1,3.54,"13km NE of Julian, CA",2010-04-04 23:22:04,0,-116.494,33.1496667,12.1,0
276,1,3.58,"20km W of Progreso, B.C., MX",2010-04-04 23:23:10,0,-115.7905,32.5583333,5.198,0
277,1,3.21,"20km SE of Ocotillo, CA",2010-04-04 23:23:45,0,-115.8293333,32.613,5.597,0
278,1,5.38,"12km WNW of Alberto Oviedo Mota, B.C., MX",2010-04-04 23:25:07,0,-115.2925,32.2661667,9.987,0
279,1,4.43,"22km SSW of Progreso, B.C., MX",2010-04-04 23:26:39,0,-115.6555,32.3935,5.566,0
280,1,3.27,"20km E of Julian, CA",2010-04-04 23:27:22,0,-116.3838333,33.0575,13.379,0
281,1,4.39,"18km WSW of Delta, B.C., MX",2010-04-04 23:33:12,0,-115.3678333,32.2853333,9.995,0
282,1,4.12,"17km W of Progreso, B.C., MX",2010-04-04 23:34:28,0,-115.761,32.6025,3.271,0
283,1,3.14,"18km WNW of Progreso, B.C., MX",2010-04-04 23:36:20,0,-115.7516667,32.6533333,4.553,0
284,1,4.7,"13km S of Progreso, B.C., MX",2010-04-04 23:37:33,0,-115.5978333,32.4623333,9.966,0
285,1,3.0,"18km W of Progreso, B.C., MX",2010-04-04 23:39:35,0,-115.7806667,32.5883333,6.975,0
286,1,3.48,"15km SSW of Progreso, B.C., MX",2010-04-04 23:39:44,0,-115.6263333,32.4535,7.256,0
287,1,3.35,"18km W of Alberto Oviedo Mota, B.C., MX",2010-04-04 23:40:22,0,-115.3636667,32.2063333,9.995,0
288,1,3.96,"28km S of Estacion Coahuila, B.C., MX",2010-04-04 23:41:25,0,-115.0225,31.9416667,9.975,0
289,1,4.13,"8km SSW of Estacion Coahuila, B.C., MX",2010-04-04 23:42:57,0,-115.0258333,32.1295,9.97,0
290,1,4.03,"18km WSW of Delta, B.C., MX",2010-04-04 23:44:43,0,-115.3733333,32.3156667,10.015,0
291,1,3.8,"10km WSW of Alberto Oviedo Mota, B.C., MX",2010-04-04 23:45:34,0,-115.2611667,32.1853333,9.987,0
292,1,3.3,"20km ESE of Ocotillo, CA",2010-04-04 23:46:30,0,-115.795,32.6825,6.555,0
293,1,3.0,"16km WNW of Progreso, B.C., MX",2010-04-04 23:47:20,0,-115.7436667,32.6248333,1.973,0
294,1,3.48,"18km W of Alberto Oviedo Mota, B.C., MX",2010-04-04 23:48:16,0,-115.3626667,32.2003333,9.979,0
295,1,4.04,"11km SSW of Estacion Coahuila, B.C., MX",2010-04-04 23:48:45,0,-115.0635,32.1078333,9.962,0
296,1,3.03,"16km WNW of Progreso, B.C., MX",2010-04-04 23:49:01,0,-115.7371667,32.6421667,9.954,0
297,1,3.31,"14km S of Progreso, B.C., MX",2010-04-04 23:49:22,0,-115.5933333,32.453,9.966,0
298,1,3.42,"18km WNW of Progreso, B.C., MX",2010-04-04 23:50:07,0,-115.7676667,32.6323333,3.305,0
299,1,3.61,"19km WNW of Progreso, B.C., MX",2010-04-04 23:53:44,0,-115.7843333,32.6158333,2.322,0
300,1,3.8,"9km SW of Alberto Oviedo Mota, B.C., MX",2010-04-04 23:54:17,0,-115.2358333,32.1638333,9.994,0
301,1,3.15,"18km SW of Progreso, B.C., MX",2010-04-04 23:54:52,0,-115.7145,32.4626667,6.955,0
302,1,3.24,"19km WSW of Progreso, B.C., MX",2010-04-04 23:56:30,0,-115.7543333,32.4941667,5.575,0
303,1,3.83,"15km W of Progreso, B.C., MX",2010-04-04 23:57:13,0,-115.7483333,32.5853333,4.219,0
304,1,3.05,"20km WNW of Progreso, B.C., MX",2010-04-05 00:01:47,0,-115.7725,32.6581667,4.305,0
305,1,3.15,"18km SE of Ocotillo, CA",2010-04-05 00:03:09,0,-115.8828333,32.5965,14.218,0
306,1,3.36,"15km ESE of Ocotillo, CA",2010-04-05 00:04:52,0,-115.8438333,32.679,5.955,0
307,1,3.59,"11km WSW of Progreso, B.C., MX",2010-04-05 00:06:01,0,-115.6873333,32.5318333,3.36,0
308,1,3.0,"21km S of Alberto Oviedo Mota, B.C., MX",2010-04-05 00:06:59,0,-115.1368333,32.0436667,9.96,0
309,1,5.22,"27km SSW of Estacion Coahuila, B.C., MX",2010-04-05 00:07:07,0,-115.1341667,31.9788333,9.994,0
310,1,3.9,"16km WNW of Progreso, B.C., MX",2010-04-05 00:11:36,0,-115.7383333,32.6328333,7.511,0
311,1,3.88,"13km W of Progreso, B.C., MX",2010-04-05 00:12:23,0,-115.7216667,32.5728333,10.933,0
312,1,3.16,"19km WNW of Progreso, B.C., MX",2010-04-05 00:14:10,0,-115.7713333,32.6526667,2.495,0
313,1,4.17,"3km N of Alberto Oviedo Mota, B.C., MX",2010-04-05 00:15:32,0,-115.1691667,32.252,9.962,0
314,1,3.29,"17km WNW of Progreso, B.C., MX",2010-04-05 00:18:06,0,-115.7501667,32.642,2.741,0
315,1,3.11,"16km WNW of Progreso, B.C., MX",2010-04-05 00:19:35,0,-115.7518333,32.619,2.511,0
316,1,3.64,"10km SW of Progreso, B.C., MX",2010-04-05 00:20:14,0,-115.6451667,32.5075,5.495,0
317,1,3.62,"18km WNW of Progreso, B.C., MX",2010-04-05 00:21:28,0,-115.7645,32.6273333,2.155,0
318,1,3.88,"17km S of Progreso, B.C., MX",2010-04-05 00:22:12,0,-115.5855,32.4265,14.995,0
319,1,3.76,"16km WSW of Delta, B.C., MX",2010-04-05 00:24:01,0,-115.337,32.2736667,9.995,0
320,1,3.26,"13km SSW of Progreso, B.C., MX",2010-04-05 00:26:03,0,-115.6516667,32.4793333,3.346,0
321,1,3.8,"6km S of Estacion Coahuila, B.C., MX",2010-04-05 00:28:37,0,-115.008,32.1446667,9.994,0
322,1,3.49,"18km W of Progreso, B.C., MX",2010-04-05 00:30:02,0,-115.774,32.5988333,2.825,0
323,1,3.32,"22km SSW of Puebla, B.C., MX",2010-04-05 00:31:16,0,-115.4746667,32.3925,14.966,0
324,1,3.89,"16km W of Progreso, B.C., MX",2010-04-05 00:32:10,0,-115.7468333,32.6025,5.403,0
325,1,3.75,"23km SSE of Estacion Coahuila, B.C., MX",2010-04-05 00:35:07,0,-114.9346667,31.992,9.971,0
326,1,3.6,"7km SSW of Progreso, B.C., MX",2010-04-05 00:38:10,0,-115.6078333,32.5221667,14.995,0
327,1,3.29,"16km ESE of Ocotillo, CA",2010-04-05 00:40:52,0,-115.8266667,32.688,4.303,0
328,1,3.42,"18km ESE of Ocotillo, CA",2010-04-05 00:42:10,0,-115.8133333,32.6725,1.115,0
329,1,4.15,"18km WSW of Delta, B.C., MX",2010-04-05 00:42:40,0,-115.3578333,32.2806667,9.963,0
330,1,4.01,"23km WSW of Delta, B.C., MX",2010-04-05 00:44:22,0,-115.4296667,32.3066667,9.955,0
331,1,3.5,"7km SW of Estacion Coahuila, B.C., MX",2010-04-05 00:45:12,0,-115.0616667,32.151,9.994,0
332,1,3.94,"18km WSW of Delta, B.C., MX",2010-04-05 00:46:04,0,-115.3751667,32.2963333,9.995,0
333,1,3.56,"20km SE of Ocotillo, CA",2010-04-05 00:46:52,0,-115.8288333,32.6178333,5.595,0
334,1,3.35,"18km SSE of Progreso, B.C., MX",2010-04-05 00:50:10,0,-115.5288333,32.4238333,7.101,0
335,1,3.33,"17km WNW of Progreso, B.C., MX",2010-04-05 00:53:31,0,-115.7618333,32.621,0.863,0
336,1,3.17,"9km WSW of Progreso, B.C., MX",2010-04-05 00:56:06,0,-115.6735,32.5541667,13.761,0
337,1,4.09,"15km WSW of Delta, B.C., MX",2010-04-05 00:58:51,0,-115.3328333,32.289,10.015,0
338,1,3.06,"19km WNW of Progreso, B.C., MX",2010-04-05 01:01:00,0,-115.7673333,32.6511667,0.883,0
339,1,3.31,"11km W of Alberto Oviedo Mota, B.C., MX",2010-04-05 01:04:16,0,-115.2873333,32.2248333,14.995,0
340,1,4.2,"25km W of Alberto Oviedo Mota, B.C., MX",2010-04-05 01:06:40,0,-115.4318333,32.2475,9.966,0
341,1,4.01,"22km S of Alberto Oviedo Mota, B.C., MX",2010-04-05 01:07:14,0,-115.1736667,32.0268333,9.96,0
342,1,3.9,"16km WSW of Delta, B.C., MX",2010-04-05 01:08:08,0,-115.3353333,32.276,9.995,0
343,1,3.12,"28km W of Alberto Oviedo Mota, B.C., MX",2010-04-05 01:09:31,0,-115.4633333,32.2185,9.966,0
344,1,3.0,"15km WSW of Delta, B.C., MX",2010-04-05 01:11:08,0,-115.3376667,32.3075,10.003,0
345,1,3.16,"18km WNW of Progreso, B.C., MX",2010-04-05 01:13:58,0,-115.7768333,32.6165,1.933,0
346,1,3.27,"18km W of Progreso, B.C., MX",2010-04-05 01:14:25,0,-115.7703333,32.6075,0.123,0
347,1,3.49,"23km S of Progreso, B.C., MX",2010-04-05 01:20:47,0,-115.576,32.3755,5.966,0
348,1,3.46,"11km WSW of Progreso, B.C., MX",2010-04-05 01:21:30,0,-115.6851667,32.5326667,13.273,0
349,1,3.89,"11km SW of Progreso, B.C., MX",2010-04-05 01:22:44,0,-115.676,32.5218333,3.563,0
350,1,3.65,"20km S of Progreso, B.C., MX",2010-04-05 01:25:01,0,-115.5986667,32.4,15.236,0
351,1,3.73,"12km SSW of Progreso, B.C., MX",2010-04-05 01:25:17,0,-115.6495,32.4816667,5.56,0
352,1,4.64,"11km SSE of Alberto Oviedo Mota, B.C., MX",2010-04-05 01:25:34,0,-115.1148333,32.1445,10.015,0
353,1,3.9,"18km W of Progreso, B.C., MX",2010-04-05 01:27:09,0,-115.771,32.6063333,1.233,0
354,1,3.51,"12km WNW of Progreso, B.C., MX",2010-04-05 01:28:13,0,-115.7026667,32.6296667,8.883,0
355,1,3.29,"13km WSW of Progreso, B.C., MX",2010-04-05 01:29:48,0,-115.7098333,32.535,5.789,0
356,1,3.29,"14km WSW of Progreso, B.C., MX",2010-04-05 01:31:51,0,-115.7205,32.5306667,5.608,0
357,1,3.42,"15km SW of Alberto Oviedo Mota, B.C., MX",2010-04-05 01:32:52,0,-115.2825,32.128,9.97,0
358,1,3.13,"20km W of Delta, B.C., MX",2010-04-05 01:34:42,0,-115.4065,32.3516667,9.962,0
359,1,3.4,"17km ESE of Ocotillo, CA",2010-04-05 01:35:44,0,-115.82,32.6886667,0.323,0
360,1,3.0,"23km W of Delta, B.C., MX",2010-04-05 01:39:31,0,-115.4365,32.3561667,9.944,0
361,1,3.89,"20km WSW of Delta, B.C., MX",2010-04-05 01:39:36,0,-115.3861667,32.2778333,9.979,0
362,1,3.16,"12km S of Progreso, B.C., MX",2010-04-05 01:40:28,0,-115.5815,32.4723333,6.973,0
363,1,3.06,"12km SW of Progreso, B.C., MX",2010-04-05 01:42:20,0,-115.6785,32.512,5.803,0
364,1,4.09,"11km SSW of Alberto Oviedo Mota, B.C., MX",2010-04-05 01:42:51,0,-115.2135,32.139,9.986,0
365,1,3.0,"18km ESE of Ocotillo, CA",2010-04-05 01:43:28,0,-115.8148333,32.667,2.663,0
366,1,3.63,"11km SW of Alberto Oviedo Mota, B.C., MX",2010-04-05 01:44:29,0,-115.2608333,32.1598333,9.987,0
367,1,3.17,"20km WNW of Progreso, B.C., MX",2010-04-05 01:50:03,0,-115.7826667,32.6543333,0.753,0
368,1,3.0,"14km W of Progreso, B.C., MX",2010-04-05 01:52:18,0,-115.7296667,32.5693333,3.261,0
369,1,4.68,"18km W of Progreso, B.C., MX",2010-04-05 01:52:25,0,-115.7733333,32.5933333,4.085,0
370,1,3.23,"26km W of Delta, B.C., MX",2010-04-05 01:54:42,0,-115.4655,32.3416667,9.994,0
371,1,3.58,"9km SSW of Estacion Coahuila, B.C., MX",2010-04-05 01:57:12,0,-115.0468333,32.1236667,9.971,0
372,1,3.75,"16km SW of Alberto Oviedo Mota, B.C., MX",2010-04-05 01:58:52,0,-115.3008333,32.1411667,9.995,0
373,1,3.42,"20km ESE of Ocotillo, CA",2010-04-05 01:59:52,0,-115.7831667,32.6881667,3.769,0
374,1,3.53,"20km SSW of Estacion Coahuila, B.C., MX",2010-04-05 02:06:00,0,-115.1038333,32.0365,9.994,0
375,1,3.77,"11km WSW of Alberto Oviedo Mota, B.C., MX",2010-04-05 02:07:16,0,-115.2796667,32.2056667,9.987,0
376,1,3.75,"14km WSW of Alberto Oviedo Mota, B.C., MX",2010-04-05 02:07:49,0,-115.3078333,32.177,9.995,0
377,1,3.08,"20km WSW of Progreso, B.C., MX",2010-04-05 02:12:56,0,-115.7916667,32.5433333,5.939,0
378,1,3.04,"15km SW of Alberto Oviedo Mota, B.C., MX",2010-04-05 02:14:38,0,-115.2851667,32.1323333,9.995,0
379,1,3.35,"19km WSW of Progreso, B.C., MX",2010-04-05 02:19:03,0,-115.7663333,32.4983333,1.153,0
380,1,3.25,"19km W of Progreso, B.C., MX",2010-04-05 02:23:59,0,-115.7846667,32.5903333,1.102,0
381,1,3.09,"20km W of Delta, B.C., MX",2010-04-05 02:38:56,0,-115.404,32.3555,9.995,0
382,1,3.39,"8km WSW of Progreso, B.C., MX",2010-04-05 02:40:10,0,-115.6653333,32.5483333,5.843,0
383,1,3.0,"10km SW of Progreso, B.C., MX",2010-04-05 02:40:18,0,-115.6623333,32.5258333,10.005,0
384,1,3.17,"18km W of Progreso, B.C., MX",2010-04-05 02:46:17,0,-115.7773333,32.6025,7.515,0
385,1,4.51,"13km SW of Delta, B.C., MX",2010-04-05 02:47:27,0,-115.3025,32.2851667,10.003,0
386,1,4.25,"13km SSW of Progreso, B.C., MX",2010-04-05 02:54:34,0,-115.6293333,32.4728333,13.771,0
387,1,3.24,"17km WNW of Progreso, B.C., MX",2010-04-05 02:59:05,0,-115.745,32.651,3.623,0
388,1,3.26,"16km W of Progreso, B.C., MX",2010-04-05 02:59:15,0,-115.7595,32.5656667,14.058,0
389,1,3.46,"16km SW of Delta, B.C., MX",2010-04-05 03:01:38,0,-115.339,32.2723333,9.963,0
390,1,3.52,"20km ESE of Ocotillo, CA",2010-04-05 03:02:35,0,-115.7953333,32.6555,0.225,0
391,1,3.08,"21km WNW of Progreso, B.C., MX",2010-04-05 03:03:41,0,-115.7913333,32.648,0.073,0
392,1,3.25,"16km W of Progreso, B.C., MX",2010-04-05 03:04:50,0,-115.7586667,32.6006667,6.358,0
393,1,3.15,"22km W of Alberto Oviedo Mota, B.C., MX",2010-04-05 03:06:27,0,-115.397,32.2025,9.966,0
394,1,3.36,"17km W of Alberto Oviedo Mota, B.C., MX",2010-04-05 03:08:47,0,-115.3455,32.2535,9.962,0
395,1,3.87,"8km SW of Progreso, B.C., MX",2010-04-05 03:09:53,0,-115.6515,32.5413333,13.553,0
396,1,4.41,"12km SSW of Estacion Coahuila, B.C., MX",2010-04-05 03:11:01,0,-115.0346667,32.0863333,9.97,0
397,1,3.98,"16km SW of Alberto Oviedo Mota, B.C., MX",2010-04-05 03:13:59,0,-115.3013333,32.1386667,9.995,0
398,1,3.38,"18km WSW of Progreso, B.C., MX",2010-04-05 03:14:51,0,-115.771,32.5461667,4.483,0
399,1,4.96,"20km ESE of Ocotillo, CA",2010-04-05 03:15:24,0,-115.8055,32.6465,1.243,0
400,1,3.16,"15km W of Progreso, B.C., MX",2010-04-05 03:27:56,0,-115.7456667,32.572,3.533,0
401,1,3.02,"12km SW of Alberto Oviedo Mota, B.C., MX",2010-04-05 03:28:45,0,-115.2621667,32.1543333,9.987,0
402,1,3.31,"19km WSW of Delta, B.C., MX",2010-04-05 03:29:33,0,-115.3688333,32.2766667,9.995,0
403,1,4.4,"9km WSW of Alberto Oviedo Mota, B.C., MX",2010-04-05 03:32:07,0,-115.2651667,32.2095,9.987,0
404,1,3.05,"4km ENE of Westmorland, CA",2010-04-05 03:37:54,0,-115.5768333,33.0463333,7.219,0
405,1,3.23,"11km W of Progreso, B.C., MX",2010-04-05 03:44:56,0,-115.7005,32.5815,4.693,0
406,1,3.34,"18km WNW of Progreso, B.C., MX",2010-04-05 03:45:50,0,-115.7561667,32.6426667,2.693,0
407,1,3.44,"36km S of Estacion Coahuila, B.C., MX",2010-04-05 03:49:25,0,-114.9308333,31.8791667,9.975,0
408,1,3.12,"16km WSW of Progreso, B.C., MX",2010-04-05 03:56:30,0,-115.7466667,32.545,1.833,0
409,1,3.13,"20km WNW of Progreso, B.C., MX",2010-04-05 03:58:47,0,-115.7891667,32.6178333,-0.008,0
410,1,3.53,"13km SSW of Progreso, B.C., MX",2010-04-05 03:59:25,0,-115.6593333,32.4783333,0.451,0
411,1,3.17,"16km WSW of Alberto Oviedo Mota, B.C., MX",2010-04-05 04:00:09,0,-115.3233333,32.1721667,9.995,0
412,1,3.09,"13km SW of Progreso, B.C., MX",2010-04-05 04:02:33,0,-115.662,32.4861667,13.126,0
413,1,3.23,"11km SSW of Progreso, B.C., MX",2010-04-05 04:03:26,0,-115.6076667,32.4858333,6.064,0
414,1,3.39,"14km SSW of Estacion Coahuila, B.C., MX",2010-04-05 04:05:11,0,-115.0433333,32.0723333,9.97,0
415,1,3.27,"16km WSW of Delta, B.C., MX",2010-04-05 04:07:02,0,-115.342,32.2783333,9.995,0
416,1,3.63,"16km S of Progreso, B.C., MX",2010-04-05 04:07:42,0,-115.5735,32.4398333,6.266,0
417,1,4.29,"21km S of Progreso, B.C., MX",2010-04-05 04:10:13,0,-115.5833333,32.39,14.966,0
418,1,3.18,"27km S of Progreso, B.C., MX",2010-04-05 04:14:22,0,-115.5651667,32.334,6.766,0
419,1,3.04,"15km WNW of Alberto Oviedo Mota, B.C., MX",2010-04-05 04:15:35,0,-115.3258333,32.2678333,9.995,0
420,1,3.18,"18km WSW of Delta, B.C., MX",2010-04-05 04:16:31,0,-115.3505,32.2713333,9.995,0
421,1,3.27,"12km SW of Estacion Coahuila, B.C., MX",2010-04-05 04:21:00,0,-115.1051667,32.1291667,9.97,0
422,1,3.84,"18km SSW of Alberto Oviedo Mota, B.C., MX",2010-04-05 04:22:15,0,-115.2308333,32.079,9.986,0
423,1,3.22,"3km SSW of Alberto Oviedo Mota, B.C., MX",2010-04-05 04:24:53,0,-115.1761667,32.2011667,9.986,0
424,1,3.4,"39km S of Estacion Coahuila, B.C., MX",2010-04-05 04:28:02,0,-114.943,31.8445,9.975,0
425,1,3.2,"17km WNW of Progreso, B.C., MX",2010-04-05 04:34:46,0,-115.7603333,32.6128333,2.363,0
426,1,3.06,"16km SW of Alberto Oviedo Mota, B.C., MX",2010-04-05 04:35:52,0,-115.3031667,32.138,9.995,0
427,1,3.73,"8km SSW of Alberto Oviedo Mota, B.C., MX",2010-04-05 04:35:55,0,-115.2118333,32.164,9.986,0
428,1,3.47,"18km WNW of Progreso, B.C., MX",2010-04-05 04:36:39,0,-115.7726667,32.62,0.283,0
429,1,3.76,"7km SSW of Alberto Oviedo Mota, B.C., MX",2010-04-05 04:37:20,0,-115.2043333,32.1718333,9.994,0
430,1,3.0,"18km WNW of Progreso, B.C., MX",2010-04-05 04:44:17,0,-115.7475,32.6586667,4.403,0
431,1,3.06,"14km S of Progreso, B.C., MX",2010-04-05 04:50:03,0,-115.5938333,32.4525,6.626,0
432,1,4.0,"11 km S of Ejido Doctor Alberto Oviedo Mota (El Indiviso), Mexico",2010-04-05 04:55:23,0,-114.977,31.922,10.0,0
433,1,3.42,"21km WSW of Delta, B.C., MX",2010-04-05 05:09:47,0,-115.41,32.3055,9.966,0
434,1,3.0,"20km W of Alberto Oviedo Mota, B.C., MX",2010-04-05 05:12:35,0,-115.3785,32.233,9.991,0
435,1,3.49,"20km WNW of Progreso, B.C., MX",2010-04-05 05:16:45,0,-115.7603333,32.6773333,5.579,0
436,1,3.16,"24km WSW of Alberto Oviedo Mota, B.C., MX",2010-04-05 05:21:51,0,-115.4108333,32.1543333,9.966,0
437,1,3.07,"23km SSE of Progreso, B.C., MX",2010-04-05 05:22:05,0,-115.5305,32.3761667,10.003,0
438,1,3.43,"14km ESE of Ocotillo, CA",2010-04-05 05:28:05,0,-115.8511667,32.683,3.463,0
439,1,3.45,"16km W of Progreso, B.C., MX",2010-04-05 05:28:45,0,-115.7496667,32.5858333,0.003,0
440,1,3.32,"7km SSW of Progreso, B.C., MX",2010-04-05 05:30:48,0,-115.6065,32.52,14.236,0
441,1,3.18,"38km SSE of Estacion Coahuila, B.C., MX",2010-04-05 05:37:37,0,-114.8148333,31.8938333,9.975,0
442,1,3.33,"24km WSW of Delta, B.C., MX",2010-04-05 05:39:50,0,-115.4393333,32.3005,9.966,0
443,1,3.96,"19km WNW of Progreso, B.C., MX",2010-04-05 05:41:37,0,-115.7781667,32.6298333,0.043,0
444,1,3.56,"23km WSW of Alberto Oviedo Mota, B.C., MX",2010-04-05 05:42:43,0,-115.3986667,32.1486667,9.966,0
445,1,3.1,"22km SSW of Alberto Oviedo Mota, B.C., MX",2010-04-05 05:45:05,0,-115.2751667,32.0473333,9.986,0
446,1,3.0,"22km S of Progreso, B.C., MX",2010-04-05 05:51:19,0,-115.5888333,32.385,9.966,0
447,1,3.42,"19km SW of Alberto Oviedo Mota, B.C., MX",2010-04-05 05:55:47,0,-115.3341667,32.1335,9.979,0
448,1,3.37,"11km E of Ocotillo, CA",2010-04-05 06:03:19,0,-115.8775,32.7186667,1.343,0
449,1,3.1,"9km SW of Alberto Oviedo Mota, B.C., MX",2010-04-05 06:10:47,0,-115.2435,32.1795,9.987,0
450,1,4.19,"21km WNW of Progreso, B.C., MX",2010-04-05 06:17:00,0,-115.8,32.63,7.103,0
451,1,3.12,"55km WSW of Alberto Oviedo Mota, B.C., MX",2010-04-05 06:18:17,0,-115.6513333,31.9546667,9.973,0
452,1,3.16,"20km SW of Alberto Oviedo Mota, B.C., MX",2010-04-05 06:19:48,0,-115.3463333,32.1235,9.995,0
453,1,3.17,"21km SSW of Alberto Oviedo Mota, B.C., MX",2010-04-05 06:21:02,0,-115.2595,32.0523333,9.986,0
454,1,3.09,"17km WNW of Progreso, B.C., MX",2010-04-05 06:27:08,0,-115.7556667,32.6338333,4.113,0
455,1,3.61,"17km SW of Alberto Oviedo Mota, B.C., MX",2010-04-05 06:28:41,0,-115.3148333,32.1323333,9.995,0
456,1,3.4,"20km W of Progreso, B.C., MX",2010-04-05 06:31:28,0,-115.7925,32.6098333,0.0,0
457,1,3.27,"14km S of Alberto Oviedo Mota, B.C., MX",2010-04-05 06:42:01,0,-115.17,32.097,9.986,0
458,1,3.49,"14km ESE of Ocotillo, CA",2010-04-05 06:49:46,0,-115.8633333,32.6813333,7.155,0
459,1,3.18,"22km S of Progreso, B.C., MX",2010-04-05 06:59:12,0,-115.619,32.3891667,5.596,0
460,1,3.39,"20km WSW of Alberto Oviedo Mota, B.C., MX",2010-04-05 06:59:27,0,-115.3561667,32.1446667,9.991,0
461,1,3.79,"14km S of Alberto Oviedo Mota, B.C., MX",2010-04-05 07:03:45,0,-115.1646667,32.1008333,9.994,0
462,1,4.13,"17km WSW of Delta, B.C., MX",2010-04-05 07:15:34,0,-115.3505,32.279,9.979,0
463,1,3.43,"47km S of Estacion Coahuila, B.C., MX",2010-04-05 07:28:08,0,-115.0176667,31.7683333,9.961,0
464,1,3.05,"28km S of Progreso, B.C., MX",2010-04-05 07:29:03,0,-115.5786667,32.3316667,9.966,0
465,1,3.02,"12km S of Alberto Oviedo Mota, B.C., MX",2010-04-05 07:51:35,0,-115.1898333,32.119,9.97,0
466,1,3.04,"16km SW of Delta, B.C., MX",2010-04-05 07:55:15,0,-115.3261667,32.2723333,9.995,0
467,1,3.47,"15km SSW of Alberto Oviedo Mota, B.C., MX",2010-04-05 07:57:15,0,-115.2546667,32.1103333,9.966,0
468,1,3.16,"12km SW of Estacion Coahuila, B.C., MX",2010-04-05 07:58:12,0,-115.092,32.1156667,9.954,0
469,1,3.41,"12km W of Alberto Oviedo Mota, B.C., MX",2010-04-05 08:09:12,0,-115.298,32.2316667,9.995,0
